TP DK USD S YTL,TP DK EUR S YTL,TP DK GBP S YTL,TP DK SEK S YTL,TP DK CHF S YTL,TP DK CAD S YTL,TP DK KWD S YTL,TP DK SAR S YTL
2.95,3.27,3.92,0.35,3.01,2.29,9.82,0.79
2.98,3.30,3.94,0.35,3.04,2.29,9.92,0.80
3.03,3.34,3.99,0.35,3.08,2.33,10.08,0.81
3.08,3.39,4.07,0.36,3.13,2.36,10.23,0.82
3.06,3.38,4.04,0.36,3.11,2.34,10.18,0.82
3.04,3.33,4.00,0.35,3.09,2.31,10.09,0.81
3.04,3.35,3.99,0.35,3.09,2.30,10.11,0.81
3.04,3.35,3.99,0.35,3.07,2.31,10.11,0.81
3.02,3.35,3.99,0.35,3.08,2.30,10.05,0.81
3.02,3.35,3.98,0.35,3.10,2.29,10.04,0.80
2.99,3.33,3.95,0.35,3.09,2.29,9.95,0.80
3.00,3.36,3.97,0.35,3.11,2.29,10.00,0.80
3.01,3.37,4.02,0.36,3.12,2.30,10.06,0.80
3.03,3.37,4.02,0.36,3.11,2.32,10.09,0.81
3.01,3.35,3.96,0.35,3.09,2.31,10.01,0.80
2.99,3.31,3.91,0.35,3.05,2.27,9.95,0.80
2.98,3.31,3.88,0.35,3.04,2.27,9.93,0.80
2.96,3.30,3.87,0.35,3.03,2.27,9.87,0.79
2.97,3.31,3.86,0.35,3.05,2.28,9.89,0.79
2.96,3.30,3.84,0.35,3.04,2.29,9.87,0.79
2.96,3.30,3.83,0.35,3.04,2.29,9.85,0.79
2.94,3.31,3.81,0.35,3.05,2.29,9.79,0.78
2.94,3.31,3.83,0.35,3.06,2.28,9.81,0.78
2.93,3.31,3.85,0.35,3.06,2.29,9.77,0.78
2.94,3.33,3.87,0.35,3.08,2.30,9.82,0.78
2.95,3.33,3.87,0.35,3.07,2.29,9.85,0.79
2.94,3.33,3.88,0.35,3.07,2.28,9.82,0.78
2.96,3.34,3.92,0.35,3.08,2.29,9.88,0.79
2.94,3.32,3.90,0.35,3.06,2.28,9.83,0.79
2.94,3.32,3.89,0.35,3.05,2.28,9.81,0.78
2.96,3.31,3.88,0.35,3.03,2.28,9.86,0.79
2.96,3.30,3.89,0.35,3.02,2.26,9.86,0.79
2.96,3.30,3.92,0.35,3.01,2.26,9.87,0.79
2.96,3.32,3.94,0.35,3.03,2.27,9.87,0.79
2.95,3.29,3.94,0.35,3.02,2.28,9.83,0.79
2.94,3.29,3.93,0.35,3.01,2.29,9.81,0.79
2.93,3.30,3.93,0.35,3.03,2.29,9.79,0.78
2.94,3.32,3.93,0.35,3.04,2.29,9.81,0.78
2.96,3.34,3.95,0.35,3.05,2.29,9.88,0.79
2.97,3.34,3.93,0.35,3.06,2.26,9.92,0.79
2.98,3.33,3.90,0.35,3.05,2.27,9.93,0.79
2.98,3.33,3.88,0.35,3.05,2.26,9.93,0.79
2.98,3.32,3.88,0.35,3.06,2.27,9.93,0.79
2.95,3.32,3.86,0.35,3.05,2.27,9.85,0.79
2.95,3.31,3.85,0.35,3.05,2.26,9.85,0.79
2.99,3.36,3.87,0.35,3.09,2.27,9.98,0.80
2.98,3.35,3.87,0.35,3.08,2.26,9.93,0.79
2.98,3.34,3.89,0.35,3.08,2.26,9.95,0.79
3.00,3.37,3.91,0.35,3.10,2.30,10.01,0.80
3.01,3.36,3.90,0.35,3.10,2.29,10.03,0.80
3.01,3.38,3.88,0.35,3.10,2.30,10.04,0.80
3.03,3.39,3.88,0.35,3.11,2.31,10.11,0.81
3.06,3.43,3.90,0.36,3.14,2.32,10.20,0.82
3.06,3.42,3.89,0.36,3.13,2.32,10.18,0.81
3.06,3.40,3.80,0.35,3.12,2.31,10.17,0.81
3.06,3.42,3.81,0.36,3.13,2.31,10.20,0.82
3.09,3.43,3.80,0.35,3.14,2.34,10.27,0.82
3.09,3.40,3.79,0.35,3.13,2.34,10.26,0.82
3.10,3.42,3.79,0.35,3.14,2.34,10.31,0.83
3.09,3.41,3.78,0.35,3.13,2.35,10.27,0.82
3.10,3.41,3.78,0.35,3.14,2.36,10.29,0.83
3.10,3.41,3.81,0.35,3.14,2.37,10.30,0.83
3.08,3.39,3.80,0.35,3.13,2.36,10.25,0.82
3.07,3.37,3.78,0.35,3.11,2.34,10.21,0.82
3.08,3.35,3.77,0.35,3.10,2.33,10.22,0.82
3.08,3.35,3.77,0.35,3.10,2.31,10.21,0.82
3.08,3.35,3.78,0.35,3.11,2.32,10.22,0.82
3.08,3.37,3.77,0.35,3.12,2.31,10.23,0.82
3.11,3.39,3.80,0.35,3.14,2.32,10.29,0.83
3.11,3.39,3.80,0.35,3.14,2.32,10.29,0.83
3.11,3.41,3.79,0.35,3.15,2.32,10.31,0.83
3.10,3.41,3.81,0.35,3.15,2.32,10.30,0.83
3.12,3.45,3.83,0.35,3.21,2.33,10.36,0.83
3.12,3.46,3.87,0.35,3.21,2.33,10.37,0.83
3.14,3.49,3.92,0.35,3.23,2.35,10.44,0.84
3.16,3.49,3.93,0.35,3.24,2.36,10.50,0.84
3.18,3.51,3.95,0.35,3.27,2.38,10.56,0.85
3.19,3.55,3.97,0.36,3.29,2.38,10.61,0.85
3.21,3.50,3.99,0.36,3.27,2.40,10.65,0.86
3.26,3.55,4.12,0.36,3.32,2.42,10.82,0.87
3.28,3.54,4.12,0.36,3.31,2.42,10.87,0.88
3.28,3.53,4.08,0.36,3.30,2.43,10.84,0.87
3.31,3.55,4.13,0.36,3.31,2.46,10.94,0.88
3.32,3.56,4.14,0.36,3.32,2.47,10.96,0.88
3.39,3.60,4.21,0.37,3.37,2.51,11.19,0.90
3.38,3.59,4.18,0.37,3.36,2.51,11.15,0.90
3.36,3.58,4.20,0.37,3.34,2.51,11.10,0.90
3.39,3.60,4.21,0.37,3.36,2.52,11.18,0.90
3.41,3.60,4.25,0.37,3.36,2.53,11.24,0.91
3.45,3.65,4.30,0.37,3.41,2.56,11.35,0.92
3.42,3.64,4.27,0.37,3.40,2.54,11.29,0.91
3.43,3.63,4.27,0.37,3.39,2.55,11.30,0.91
3.42,3.64,4.28,0.38,3.38,2.56,11.29,0.91
3.45,3.67,4.35,0.38,3.41,2.58,11.38,0.92
3.51,3.74,4.44,0.38,3.48,2.64,11.58,0.94
3.54,3.76,4.51,0.39,3.50,2.66,11.67,0.94
3.52,3.78,4.49,0.39,3.50,2.65,11.61,0.94
3.44,3.68,4.34,0.38,3.41,2.59,11.34,0.92
3.37,3.64,4.28,0.37,3.36,2.56,11.13,0.90
3.46,3.67,4.36,0.38,3.41,2.63,11.40,0.92
3.52,3.73,4.45,0.39,3.47,2.69,11.60,0.94
3.48,3.70,4.42,0.38,3.44,2.65,11.46,0.93
3.48,3.71,4.42,0.38,3.45,2.66,11.48,0.93
3.52,3.69,4.42,0.38,3.44,2.65,11.58,0.94
3.50,3.66,4.36,0.37,3.41,2.63,11.50,0.93
3.50,3.66,4.37,0.38,3.42,2.63,11.50,0.93
3.52,3.65,4.36,0.38,3.43,2.63,11.55,0.94
3.52,3.66,4.35,0.38,3.43,2.63,11.55,0.94
3.51,3.67,4.34,0.38,3.43,2.62,11.54,0.94
3.51,3.67,4.32,0.38,3.43,2.61,11.55,0.94
3.51,3.67,4.32,0.38,3.43,2.60,11.53,0.94
3.52,3.68,4.33,0.38,3.43,2.61,11.56,0.94
3.54,3.70,4.35,0.39,3.45,2.61,11.63,0.94
3.54,3.70,4.34,0.39,3.46,2.62,11.62,0.94
3.53,3.72,4.34,0.39,3.47,2.62,11.60,0.94
3.54,3.72,4.37,0.39,3.47,2.64,11.63,0.94
3.58,3.73,4.41,0.39,3.50,2.67,11.76,0.95
3.58,3.74,4.40,0.39,3.50,2.68,11.76,0.96
3.60,3.79,4.44,0.40,3.54,2.71,11.83,0.96
3.62,3.83,4.49,0.40,3.59,2.73,11.91,0.97
3.71,3.91,4.52,0.41,3.65,2.80,12.19,0.99
3.77,3.99,4.58,0.42,3.73,2.85,12.40,1.00
3.86,4.07,4.69,0.43,3.80,2.92,12.68,1.03
3.85,4.10,4.73,0.43,3.83,2.95,12.68,1.03
3.81,4.05,4.65,0.43,3.78,2.90,12.53,1.01
3.77,3.99,4.55,0.42,3.73,2.87,12.40,1.00
3.79,4.04,4.61,0.43,3.78,2.90,12.48,1.01
3.78,4.04,4.67,0.43,3.78,2.90,12.47,1.01
3.80,4.05,4.69,0.43,3.79,2.87,12.52,1.01
3.82,4.08,4.72,0.43,3.81,2.87,12.59,1.02
3.77,4.05,4.71,0.43,3.79,2.85,12.44,1.01
3.76,4.04,4.70,0.43,3.77,2.84,12.40,1.00
3.81,4.09,4.79,0.43,3.82,2.90,12.57,1.02
3.84,4.12,4.86,0.44,3.85,2.94,12.67,1.02
3.88,4.15,4.88,0.44,3.89,2.97,12.80,1.04
3.84,4.11,4.82,0.44,3.85,2.92,12.66,1.02
3.79,4.06,4.74,0.43,3.82,2.90,12.51,1.01
3.78,4.08,4.77,0.43,3.83,2.90,12.48,1.01
3.74,4.04,4.75,0.43,3.79,2.88,12.34,1.00
3.75,4.03,4.69,0.43,3.78,2.88,12.36,1.00
3.69,3.96,4.61,0.42,3.71,2.83,12.16,0.98
3.72,3.97,4.61,0.42,3.73,2.83,12.25,0.99
3.75,3.99,4.69,0.42,3.76,2.85,12.36,1.00
3.71,3.97,4.66,0.42,3.73,2.83,12.23,0.99
3.68,3.92,4.60,0.41,3.68,2.80,12.13,0.98
3.69,3.93,4.63,0.42,3.69,2.83,12.16,0.98
3.66,3.88,4.58,0.41,3.65,2.81,12.04,0.97
3.65,3.86,4.55,0.41,3.63,2.80,12.02,0.97
3.68,3.91,4.60,0.41,3.68,2.82,12.11,0.98
3.67,3.91,4.58,0.42,3.68,2.81,12.10,0.98
3.63,3.85,4.53,0.41,3.62,2.77,11.95,0.97
3.63,3.83,4.51,0.41,3.61,2.76,11.93,0.97
3.62,3.80,4.52,0.40,3.58,2.75,11.91,0.96
3.58,3.78,4.47,0.40,3.55,2.73,11.80,0.95
3.58,3.79,4.49,0.40,3.56,2.73,11.77,0.95
3.59,3.80,4.47,0.40,3.58,2.75,11.84,0.96
3.61,3.83,4.50,0.40,3.60,2.75,11.90,0.96
3.69,3.88,4.54,0.41,3.66,2.76,12.13,0.98
3.73,3.92,4.57,0.41,3.69,2.78,12.26,0.99
3.72,3.94,4.57,0.42,3.69,2.78,12.24,0.99
3.69,3.90,4.51,0.41,3.65,2.76,12.14,0.98
3.71,3.92,4.52,0.41,3.67,2.77,12.20,0.99
3.76,3.97,4.58,0.42,3.71,2.79,12.36,1.00
3.75,3.98,4.57,0.42,3.72,2.78,12.34,1.00
3.75,4.00,4.58,0.42,3.72,2.79,12.33,1.00
3.75,3.99,4.56,0.42,3.73,2.79,12.35,1.00
3.74,3.97,4.57,0.42,3.71,2.78,12.29,1.00
3.68,3.94,4.52,0.42,3.69,2.77,12.11,0.98
3.61,3.89,4.48,0.41,3.64,2.71,11.91,0.96
3.63,3.91,4.51,0.41,3.65,2.73,11.98,0.97
3.62,3.90,4.50,0.41,3.64,2.72,11.93,0.96
3.63,3.92,4.54,0.41,3.67,2.72,11.98,0.97
3.62,3.90,4.53,0.41,3.65,2.72,11.95,0.97
3.63,3.91,4.53,0.41,3.66,2.72,11.96,0.97
3.60,3.91,4.53,0.41,3.66,2.70,11.89,0.96
3.63,3.94,4.56,0.41,3.69,2.71,11.98,0.97
3.65,3.93,4.54,0.41,3.68,2.73,12.04,0.97
3.65,3.92,4.54,0.41,3.67,2.74,12.03,0.97
3.64,3.89,4.55,0.41,3.65,2.73,12.02,0.97
3.64,3.89,4.57,0.41,3.64,2.74,12.01,0.97
3.65,3.89,4.55,0.41,3.65,2.72,12.04,0.97
3.68,3.93,4.60,0.41,3.68,2.75,12.15,0.98
3.71,3.96,4.64,0.41,3.71,2.77,12.25,0.99
3.73,3.96,4.64,0.41,3.71,2.79,12.29,0.99
3.73,3.95,4.64,0.41,3.71,2.79,12.30,1.00
3.72,3.95,4.63,0.41,3.70,2.80,12.26,0.99
3.68,3.91,4.61,0.41,3.67,2.77,12.14,0.98
3.66,3.90,4.60,0.41,3.66,2.77,12.08,0.98
3.69,3.92,4.62,0.41,3.68,2.77,12.16,0.98
3.66,3.90,4.60,0.41,3.66,2.76,12.09,0.98
3.69,3.93,4.66,0.41,3.69,2.77,12.17,0.98
3.67,3.93,4.72,0.41,3.69,2.74,12.12,0.98
3.64,3.92,4.68,0.41,3.67,2.71,12.04,0.97
3.65,3.91,4.68,0.41,3.66,2.71,12.04,0.97
3.60,3.91,4.62,0.41,3.62,2.68,11.89,0.96
3.59,3.91,4.61,0.41,3.62,2.65,11.85,0.96
3.59,3.92,4.61,0.41,3.62,2.65,11.87,0.96
3.56,3.89,4.60,0.41,3.60,2.63,11.79,0.95
3.56,3.88,4.61,0.40,3.59,2.61,11.76,0.95
3.54,3.86,4.57,0.40,3.57,2.59,11.70,0.94
3.54,3.86,4.58,0.40,3.58,2.58,11.69,0.94
3.55,3.87,4.58,0.40,3.58,2.59,11.72,0.95
3.57,3.91,4.62,0.41,3.62,2.59,11.78,0.95
3.55,3.89,4.62,0.40,3.59,2.60,11.74,0.95
3.60,3.92,4.66,0.41,3.60,2.63,11.89,0.96
3.60,3.92,4.68,0.41,3.59,2.63,11.90,0.96
3.58,3.89,4.63,0.41,3.56,2.61,11.81,0.95
3.59,3.90,4.63,0.41,3.57,2.62,11.85,0.96
3.56,3.90,4.61,0.41,3.57,2.62,11.77,0.95
3.55,3.92,4.59,0.40,3.59,2.61,11.73,0.95
3.56,3.95,4.62,0.41,3.63,2.62,11.78,0.95
3.62,4.03,4.71,0.41,3.70,2.66,11.99,0.97
3.57,4.00,4.64,0.41,3.67,2.64,11.82,0.95
3.57,4.02,4.64,0.41,3.68,2.65,11.84,0.95
3.57,3.99,4.64,0.41,3.67,2.65,11.83,0.95
3.57,4.00,4.63,0.41,3.68,2.66,11.81,0.95
3.57,4.01,4.60,0.41,3.68,2.66,11.83,0.95
3.58,4.00,4.61,0.41,3.69,2.67,11.85,0.95
3.57,3.98,4.60,0.41,3.66,2.65,11.82,0.95
3.54,3.96,4.54,0.41,3.65,2.64,11.72,0.94
3.54,3.97,4.56,0.41,3.66,2.63,11.72,0.94
3.53,3.96,4.55,0.41,3.65,2.62,11.70,0.94
3.51,3.95,4.54,0.41,3.65,2.61,11.65,0.94
3.54,3.98,4.58,0.41,3.68,2.63,11.73,0.94
3.52,3.96,4.56,0.41,3.66,2.62,11.69,0.94
3.55,3.99,4.60,0.41,3.68,2.63,11.77,0.95
3.53,3.94,4.50,0.41,3.64,2.61,11.69,0.94
3.53,3.95,4.49,0.41,3.65,2.63,11.68,0.94
3.52,3.95,4.48,0.41,3.65,2.66,11.67,0.94
3.52,3.95,4.50,0.41,3.64,2.67,11.66,0.94
3.51,3.92,4.47,0.40,3.61,2.65,11.63,0.94
3.52,3.93,4.50,0.40,3.62,2.66,11.66,0.94
3.51,3.93,4.50,0.40,3.62,2.65,11.63,0.94
3.53,3.94,4.49,0.41,3.63,2.67,11.68,0.94
3.54,3.95,4.48,0.41,3.64,2.67,11.72,0.94
3.52,3.94,4.47,0.40,3.63,2.65,11.67,0.94
3.51,3.92,4.47,0.40,3.62,2.65,11.61,0.93
3.53,4.01,4.53,0.41,3.68,2.69,11.69,0.94
3.51,4.01,4.57,0.41,3.68,2.70,11.66,0.94
3.52,4.02,4.58,0.42,3.68,2.72,11.69,0.94
3.54,4.03,4.60,0.42,3.69,2.73,11.74,0.94
3.56,4.04,4.61,0.42,3.70,2.74,11.79,0.95
3.59,4.07,4.64,0.42,3.72,2.77,11.89,0.96
3.63,4.12,4.71,0.43,3.77,2.81,12.03,0.97
3.64,4.15,4.71,0.43,3.79,2.80,12.06,0.97
3.61,4.11,4.66,0.43,3.75,2.80,11.97,0.96
3.64,4.14,4.70,0.43,3.77,2.82,12.06,0.97
3.61,4.13,4.64,0.43,3.76,2.80,11.98,0.96
3.57,4.08,4.63,0.43,3.71,2.81,11.85,0.95
3.57,4.07,4.63,0.43,3.69,2.80,11.84,0.95
3.54,4.06,4.64,0.43,3.69,2.80,11.77,0.94
3.53,4.08,4.62,0.43,3.70,2.80,11.74,0.94
3.53,4.07,4.61,0.43,3.71,2.80,11.74,0.94
3.54,4.07,4.60,0.43,3.70,2.81,11.75,0.94
3.54,4.12,4.60,0.43,3.73,2.81,11.75,0.94
3.55,4.14,4.63,0.43,3.76,2.84,11.82,0.95
3.56,4.15,4.65,0.44,3.77,2.85,11.86,0.95
3.56,4.15,4.65,0.44,3.74,2.85,11.85,0.95
3.53,4.14,4.65,0.43,3.70,2.84,11.76,0.94
3.54,4.14,4.63,0.44,3.65,2.82,11.76,0.94
3.53,4.14,4.64,0.44,3.65,2.83,11.75,0.94
3.52,4.16,4.66,0.44,3.66,2.83,11.74,0.94
3.54,4.19,4.68,0.44,3.66,2.82,11.78,0.94
3.54,4.20,4.69,0.44,3.67,2.82,11.81,0.94
3.54,4.20,4.66,0.44,3.66,2.82,11.78,0.94
3.54,4.17,4.62,0.44,3.64,2.79,11.78,0.94
3.53,4.17,4.61,0.44,3.64,2.79,11.77,0.94
3.54,4.16,4.62,0.43,3.68,2.80,11.80,0.95
3.54,4.15,4.61,0.44,3.67,2.79,11.79,0.94
3.55,4.17,4.61,0.44,3.70,2.79,11.83,0.95
3.53,4.17,4.59,0.44,3.66,2.78,11.77,0.94
3.53,4.15,4.57,0.44,3.64,2.78,11.78,0.94
3.54,4.14,4.56,0.44,3.64,2.78,11.77,0.94
3.52,4.13,4.55,0.44,3.66,2.80,11.74,0.94
3.53,4.14,4.56,0.44,3.68,2.79,11.75,0.94
3.52,4.13,4.54,0.44,3.65,2.80,11.72,0.94
3.50,4.12,4.51,0.43,3.64,2.79,11.67,0.93
3.50,4.13,4.49,0.43,3.63,2.79,11.66,0.93
3.48,4.11,4.47,0.43,3.62,2.78,11.61,0.93
3.48,4.11,4.47,0.43,3.62,2.79,11.61,0.93
3.45,4.12,4.46,0.43,3.63,2.77,11.51,0.92
3.45,4.15,4.48,0.44,3.65,2.77,11.51,0.92
3.45,4.15,4.48,0.44,3.65,2.77,11.51,0.92
3.45,4.10,4.46,0.43,3.60,2.78,11.49,0.92
3.45,4.11,4.50,0.43,3.62,2.79,11.49,0.92
3.43,4.10,4.49,0.43,3.60,2.81,11.43,0.91
3.40,4.09,4.50,0.43,3.59,2.81,11.36,0.91
3.43,4.10,4.55,0.43,3.59,2.84,11.45,0.92
3.44,4.12,4.58,0.43,3.59,2.84,11.48,0.92
3.46,4.12,4.59,0.43,3.59,2.85,11.54,0.92
3.44,4.10,4.66,0.43,3.58,2.83,11.47,0.92
3.46,4.13,4.70,0.44,3.61,2.84,11.55,0.92
3.50,4.19,4.73,0.44,3.64,2.85,11.67,0.93
3.48,4.18,4.72,0.44,3.63,2.84,11.62,0.93
3.52,4.19,4.75,0.44,3.62,2.85,11.72,0.94
3.49,4.18,4.75,0.44,3.61,2.85,11.65,0.93
3.52,4.19,4.77,0.44,3.63,2.86,11.74,0.94
3.54,4.18,4.78,0.44,3.66,2.86,11.80,0.94
3.57,4.20,4.79,0.44,3.68,2.89,11.90,0.95
3.58,4.21,4.80,0.44,3.68,2.87,11.91,0.95
3.56,4.20,4.77,0.44,3.68,2.87,11.85,0.95
3.58,4.21,4.78,0.44,3.70,2.87,11.92,0.96
3.58,4.21,4.76,0.44,3.68,2.87,11.93,0.96
3.57,4.20,4.74,0.44,3.68,2.87,11.88,0.95
3.57,4.20,4.72,0.44,3.67,2.87,11.90,0.95
3.61,4.22,4.73,0.44,3.69,2.87,12.01,0.96
3.70,4.35,4.87,0.46,3.79,2.96,12.32,0.99
3.69,4.35,4.87,0.46,3.78,2.95,12.27,0.98
3.68,4.35,4.87,0.46,3.79,2.95,12.26,0.98
3.65,4.33,4.83,0.45,3.76,2.93,12.17,0.97
3.65,4.32,4.87,0.45,3.76,2.93,12.17,0.97
3.65,4.30,4.86,0.45,3.75,2.92,12.14,0.97
3.66,4.31,4.86,0.45,3.75,2.92,12.19,0.98
3.68,4.33,4.86,0.45,3.76,2.94,12.25,0.98
3.67,4.33,4.84,0.45,3.76,2.95,12.20,0.98
3.67,4.33,4.83,0.45,3.74,2.94,12.20,0.98
3.71,4.35,4.89,0.45,3.77,2.94,12.33,0.99
3.72,4.37,4.91,0.46,3.78,2.94,12.37,0.99
3.74,4.40,4.94,0.46,3.78,2.95,12.43,1.00
3.77,4.45,5.00,0.46,3.82,2.95,12.56,1.01
3.82,4.45,5.02,0.46,3.83,2.97,12.71,1.02
3.78,4.39,4.98,0.45,3.79,2.95,12.55,1.01
3.78,4.40,5.01,0.45,3.80,2.95,12.57,1.01
3.81,4.44,5.08,0.46,3.82,2.96,12.68,1.02
3.81,4.44,5.06,0.46,3.82,2.97,12.68,1.02
3.83,4.46,5.01,0.46,3.84,2.99,12.71,1.02
3.87,4.49,5.07,0.46,3.87,3.03,12.84,1.03
3.86,4.47,5.08,0.46,3.87,3.03,12.82,1.03
3.89,4.51,5.12,0.47,3.90,3.05,12.92,1.04
3.86,4.48,5.07,0.46,3.87,3.04,12.82,1.03
3.87,4.51,5.10,0.46,3.90,3.06,12.86,1.03
3.87,4.51,5.08,0.46,3.90,3.05,12.87,1.03
3.87,4.53,5.08,0.46,3.90,3.04,12.88,1.03
3.89,4.60,5.13,0.46,3.95,3.06,12.95,1.04
3.88,4.56,5.12,0.46,3.92,3.04,12.90,1.03
3.89,4.58,5.15,0.46,3.93,3.05,12.94,1.04
3.89,4.59,5.17,0.46,3.94,3.05,12.97,1.04
3.96,4.65,5.25,0.47,4.00,3.10,13.18,1.06
3.97,4.66,5.27,0.47,4.02,3.11,13.20,1.06
3.92,4.65,5.23,0.47,4.01,3.10,13.08,1.05
3.94,4.68,5.26,0.48,4.03,3.10,13.14,1.05
3.94,4.70,5.26,0.48,4.02,3.10,13.12,1.05
3.93,4.67,5.24,0.47,4.01,3.08,13.10,1.05
3.96,4.69,5.31,0.48,4.03,3.09,13.19,1.06
3.95,4.67,5.32,0.47,4.01,3.07,13.15,1.05
3.94,4.69,5.33,0.47,4.02,3.07,13.13,1.05
3.93,4.66,5.29,0.47,4.00,3.10,13.08,1.05
3.87,4.59,5.20,0.46,3.94,3.06,12.89,1.03
3.86,4.56,5.18,0.46,3.92,3.05,12.86,1.03
3.87,4.56,5.18,0.46,3.91,3.02,12.87,1.03
3.86,4.53,5.21,0.46,3.88,3.01,12.85,1.03
3.83,4.52,5.14,0.45,3.88,2.99,12.76,1.02
3.83,4.52,5.13,0.46,3.88,2.99,12.76,1.02
3.85,4.52,5.14,0.46,3.89,2.99,12.80,1.03
3.84,4.54,5.17,0.46,3.90,2.99,12.79,1.02
3.87,4.56,5.20,0.46,3.92,3.03,12.87,1.03
3.86,4.55,5.16,0.46,3.91,3.00,12.84,1.03
3.84,4.54,5.15,0.46,3.91,2.99,12.79,1.02
3.84,4.55,5.15,0.46,3.90,2.99,12.79,1.02
3.83,4.55,5.13,0.46,3.89,2.99,12.75,1.02
3.82,4.53,5.12,0.46,3.87,3.00,12.71,1.02
3.82,4.53,5.11,0.46,3.87,3.00,12.71,1.02
3.81,4.52,5.10,0.46,3.86,3.00,12.69,1.02
3.83,4.55,5.14,0.46,3.88,3.03,12.74,1.02
3.82,4.56,5.14,0.46,3.90,3.03,12.72,1.02
3.78,4.52,5.11,0.46,3.88,3.02,12.59,1.01
3.77,4.55,5.12,0.46,3.89,3.01,12.58,1.01
3.77,4.53,5.13,0.46,3.88,3.01,12.57,1.00
3.77,4.54,5.11,0.46,3.87,3.01,12.56,1.00
3.75,4.52,5.09,0.46,3.85,3.00,12.52,1.00
3.75,4.50,5.09,0.46,3.85,3.03,12.52,1.00
3.76,4.49,5.10,0.46,3.84,3.03,12.55,1.00
3.79,4.53,5.14,0.46,3.87,3.05,12.64,1.01
3.80,4.54,5.13,0.47,3.89,3.03,12.66,1.01
3.77,4.56,5.13,0.47,3.88,3.01,12.58,1.01
3.77,4.61,5.19,0.47,3.92,3.03,12.59,1.00
3.82,4.68,5.27,0.48,3.97,3.08,12.79,1.02
3.82,4.67,5.27,0.48,3.98,3.07,12.78,1.02
3.80,4.65,5.28,0.48,3.96,3.06,12.72,1.01
3.78,4.65,5.27,0.47,3.97,3.05,12.67,1.01
3.82,4.67,5.31,0.48,3.98,3.06,12.77,1.02
3.79,4.65,5.30,0.47,3.95,3.05,12.70,1.01
3.76,4.64,5.31,0.47,3.96,3.05,12.61,1.00
3.75,4.65,5.36,0.48,3.99,3.05,12.57,1.00
3.74,4.66,5.34,0.48,4.01,3.04,12.56,1.00
3.78,4.69,5.34,0.48,4.04,3.07,12.68,1.01
3.79,4.69,5.33,0.48,4.06,3.07,12.70,1.01
3.76,4.68,5.34,0.48,4.04,3.06,12.62,1.00
3.76,4.68,5.36,0.48,4.04,3.06,12.63,1.00
3.75,4.69,5.35,0.48,4.05,3.06,12.59,1.00
3.77,4.70,5.32,0.48,4.06,3.04,12.65,1.01
3.79,4.69,5.30,0.48,4.06,3.03,12.69,1.01
3.78,4.67,5.27,0.48,4.04,3.02,12.67,1.01
3.81,4.67,5.30,0.47,4.04,3.04,12.77,1.02
3.82,4.68,5.33,0.47,4.08,3.04,12.79,1.02
3.81,4.68,5.29,0.47,4.08,3.04,12.77,1.02
3.80,4.69,5.29,0.47,4.08,3.03,12.74,1.01
3.80,4.70,5.29,0.48,4.08,3.03,12.76,1.01
3.76,4.71,5.31,0.48,4.09,3.02,12.64,1.00
3.76,4.67,5.28,0.47,4.06,3.00,12.62,1.00
3.78,4.67,5.29,0.47,4.06,3.00,12.67,1.01
3.79,4.67,5.30,0.47,4.06,3.00,12.71,1.01
3.81,4.68,5.29,0.47,4.06,3.00,12.75,1.01
3.79,4.66,5.30,0.47,4.06,2.98,12.70,1.01
3.78,4.66,5.32,0.47,4.06,3.00,12.69,1.01
3.79,4.67,5.30,0.47,4.05,2.99,12.71,1.01
3.81,4.65,5.29,0.46,4.05,2.99,12.75,1.02
3.82,4.65,5.26,0.46,4.04,2.97,12.77,1.02
3.81,4.68,5.26,0.46,4.07,2.97,12.77,1.02
3.82,4.70,5.29,0.46,4.09,2.97,12.82,1.02
3.81,4.70,5.28,0.46,4.06,2.94,12.76,1.02
3.80,4.72,5.29,0.46,4.06,2.95,12.75,1.01
3.82,4.73,5.31,0.46,4.05,2.96,12.79,1.02
3.82,4.71,5.29,0.46,4.03,2.97,12.80,1.02
3.82,4.71,5.31,0.47,4.03,2.99,12.80,1.02
3.86,4.76,5.37,0.47,4.08,3.01,12.94,1.03
3.87,4.79,5.41,0.47,4.10,2.99,12.96,1.03
3.89,4.81,5.44,0.48,4.13,3.01,13.06,1.04
3.91,4.82,5.47,0.48,4.13,3.00,13.11,1.04
3.94,4.84,5.52,0.48,4.14,3.01,13.22,1.05
3.94,4.86,5.54,0.48,4.15,3.02,13.22,1.05
3.93,4.83,5.53,0.48,4.13,3.02,13.19,1.05
3.92,4.83,5.55,0.48,4.14,3.05,13.14,1.04
3.97,4.89,5.61,0.48,4.20,3.08,13.32,1.06
3.98,4.93,5.66,0.49,4.22,3.10,13.37,1.06
3.98,4.95,5.65,0.49,4.22,3.10,13.38,1.06
4.00,4.96,5.67,0.48,4.22,3.11,13.44,1.07
4.00,4.93,5.64,0.48,4.19,3.10,13.43,1.07
3.96,4.88,5.57,0.48,4.16,3.08,13.28,1.05
3.96,4.89,5.59,0.48,4.17,3.08,13.30,1.06
3.98,4.90,5.61,0.48,4.18,3.10,13.36,1.06
4.01,4.93,5.65,0.48,4.20,3.14,13.46,1.07
4.03,4.95,5.68,0.48,4.21,3.16,13.52,1.08
4.06,4.97,5.70,0.48,4.22,3.18,13.60,1.08
